timestamp,temperature,humidity,weight
 8/3/19  8:9:0  AM,26.9,70.4,5.54
 8/3/19  10:0:0  AM,30.1,30.2,5.56
 8/3/19  10:1:0  AM,30.1,30.2,5.56
 8/3/19  10:2:0  AM,30.1,30.2,5.56
 8/3/19  10:3:0  AM,30.1,32.5,5.56
 8/3/19  10:4:0  AM,30.1,32.5,5.56
 8/3/19  10:5:0  AM,32.3,32.5,5.57
 8/3/19  10:6:0  AM,32.3,32.5,5.57
 8/3/19  10:7:0  AM,32.3,32.5,5.57
 8/3/19  10:8:0  AM,32.3,32.5,5.57
 8/3/19  10:9:0  AM,32.3,32.5,5.57
 8/3/19  12:0:0  PM,36.7,24.4,5.58
 8/3/19  12:1:0  PM,36.7,24.4,5.58
 8/3/19  12:2:0  PM,36.7,24.4,5.58
 8/3/19  12:3:0  PM,36.7,24.4,5.58
 8/3/19  12:4:0  PM,36.7,24.4,5.58
 8/3/19  12:5:0  PM,35.9,24.4,5.52
 8/3/19  12:6:0  PM,35.9,23.1,5.52
 8/3/19  12:7:0  PM,35.9,23.1,5.52
 8/3/19  12:8:0  PM,35.9,23.1,5.52
 8/3/19  12:9:0  PM,35.9,23.1,5.57
 8/3/19  2:0:0  PM,36.3,20.5,5.57
 8/3/19  2:1:0  PM,36.3,20.5,5.57
 8/3/19  2:2:0  PM,36.3,20.5,5.54
 8/3/19  2:3:0  PM,36.3,20.5,5.54
 8/3/19  2:4:0  PM,36.3,20.5,5.54
 8/3/19  2:5:0  PM,37.5,20.6,5.54
 8/3/19  2:6:0  PM,37.5,20.6,5.54
 8/3/19  2:7:0  PM,37.5,20.6,5.54
 8/3/19  2:8:0  PM,37.5,20.6,5.54
 8/3/19  2:9:0  PM,37.5,20.6,5.54
 8/3/19  4:0:0  PM,34.4,19.2,5.58
 8/3/19  4:1:0  PM,34.4,19.2,5.58
 8/3/19  4:2:0  PM,34.4,19.2,5.58
 8/3/19  4:3:0  PM,34.4,19.2,5.58
 8/3/19  4:4:0  PM,35.6,19.8,5.53
 8/3/19  4:5:0  PM,35.6,19.8,5.53
 8/3/19  4:6:0  PM,35.6,19.8,5.53
 8/3/19  4:7:0  PM,35.6,19.8,5.53
 8/3/19  4:8:0  PM,35.6,19.8,5.53
 8/3/19  4:9:0  PM,35.6,19.8,5.53
 8/3/19  6:0:0  PM,29.6,23.1,5.57
 8/3/19  6:1:0  PM,29.6,23.1,5.57
 8/3/19  6:2:0  PM,29.6,23.1,5.57
 8/3/19  6:3:0  PM,29.6,23.1,5.52
 8/3/19  6:4:0  PM,29.6,24.7,5.52
 8/3/19  6:5:0  PM,28.3,24.7,5.52
 8/3/19  6:6:0  PM,28.3,24.7,5.57
 8/3/19  6:7:0  PM,28.3,24.7,5.57
 8/3/19  6:8:0  PM,28.3,24.7,5.57
 8/3/19  6:9:0  PM,28.3,24.7,5.57
 8/3/19  8:0:0  PM,27.3,48.1,5.59
 8/3/19  8:1:0  PM,27.3,48.1,5.59
 8/3/19  8:2:0  PM,27.3,48.1,5.59
 8/3/19  8:3:0  PM,27.3,48.1,5.59
 8/3/19  8:4:0  PM,27.3,49.5,5.59
 8/3/19  8:5:0  PM,26.9,49.5,5.61
 8/3/19  8:6:0  PM,26.9,49.5,5.61
 8/3/19  8:7:0  PM,26.9,49.5,5.61
 8/3/19  8:8:0  PM,26.9,49.5,5.61
 8/3/19  8:9:0  PM,26.2,49.5,5.61
 9/3/19  8:0:0  AM,28.1,45.2,5.62
 9/3/19  8:1:0  AM,28.1,45.2,5.62
 9/3/19  8:2:0  AM,28.1,45.2,5.62
 9/3/19  8:3:0  AM,28.1,45.2,5.64
 9/3/19  8:4:0  AM,28.1,45.3,5.64
 9/3/19  8:5:0  AM,28.1,45.3,5.64
 9/3/19  8:6:0  AM,27.8,45.3,5.67
 9/3/19  8:7:0  AM,27.8,45.3,5.67
 9/3/19  8:8:0  AM,27.8,45.3,5.67
 9/3/19  8:9:0  AM,27.8,19.8,5.69
 9/3/19  10:0:0  AM,27.8,19.8,5.69
 9/3/19  10:1:0  AM,27.5,19.8,5.69
 9/3/19  10:2:0  AM,27.5,19.8,5.63
 9/3/19  10:3:0  AM,27.5,19.8,5.63
 9/3/19  10:4:0  AM,27.5,19.8,5.63
 9/3/19  10:5:0  AM,27.5,20.5,5.63
 9/3/19  10:6:0  AM,27.5,20.5,5.63
 9/3/19  10:7:0  AM,27.5,20.5,5.63
 9/3/19  10:8:0  AM,27.9,20.5,5.63
 9/3/19  10:9:0  AM,27.9,20.5,5.69
 9/3/19  12:0:0  PM,35.2,18.2,5.73
 9/3/19  12:1:0  PM,35.2,18.2,5.73
 9/3/19  12:2:0  PM,35.2,18.2,5.73
 9/3/19  12:3:0  PM,35.2,18.2,5.71
 9/3/19  12:4:0  PM,35.6,18.2,5.71
 9/3/19  12:5:0  PM,35.6,19.7,5.71
 9/3/19  12:6:0  PM,35.6,19.7,5.71
 9/3/19  12:7:0  PM,35.6,19.7,5.74
 9/3/19  12:8:0  PM,35.8,19.7,5.74
 9/3/19  12:9:0  PM,35.8,19.7,5.74
 9/3/19  2:0:0  PM,36.1,16.3,5.74
 9/3/19  2:1:0  PM,36.1,16.3,5.75
 9/3/19  2:2:0  PM,36.1,16.3,5.75
 9/3/19  2:3:0  PM,36.1,16.3,5.75
 9/3/19  2:4:0  PM,36.1,16.3,5.75
 9/3/19  2:5:0  PM,35.7,16.3,5.72
 9/3/19  2:6:0  PM,35.7,15.9,5.72
 9/3/19  2:7:0  PM,35.7,15.9,5.72
 9/3/19  2:8:0  PM,35.7,15.9,5.72
 9/3/19  2:9:0  PM,36.6,15.9,5.78
 9/3/19  4:0:0  PM,34.1,18.7,5.78
 9/3/19  4:1:0  PM,34.1,18.7,5.78
 9/3/19  4:2:0  PM,34.1,18.7,5.78
 9/3/19  4:3:0  PM,34.1,18.7,5.78
 9/3/19  4:4:0  PM,34.1,19.3,5.74
 9/3/19  4:5:0  PM,33.8,18.7,5.74
 9/3/19  4:6:0  PM,33.8,18.7,5.74
 9/3/19  4:7:0  PM,33.8,18.7,5.74
 9/3/19  4:8:0  PM,33.8,18.7,5.74
 9/3/19  4:9:0  PM,33.8,18.7,5.74
 9/3/19  6:0:0  PM,32.6,27.6,5.79
 9/3/19  6:1:0  PM,32.6,27.6,5.79
 9/3/19  6:2:0  PM,32.6,27.6,5.79
 9/3/19  6:3:0  PM,32.6,27.6,5.79
 9/3/19  6:4:0  PM,32.6,27.6,5.74
 9/3/19  6:5:0  PM,31.9,27.6,5.74
 9/3/19  6:6:0  PM,31.9,28.1,5.74
 9/3/19  6:7:0  PM,31.9,28.1,5.78
 9/3/19  6:8:0  PM,31.9,28.1,5.78
 9/3/19  6:9:0  PM,31.9,28.1,5.78
 9/3/19  8:0:0  PM,28.4,28.1,5.78
 9/3/19  8:1:0  PM,28.4,33.4,5.76
 9/3/19  8:2:0  PM,28.4,33.4,5.76
 9/3/19  8:3:0  PM,28.4,33.4,5.76
 9/3/19  8:4:0  PM,28.4,33.4,5.76
 9/3/19  8:5:0  PM,28.4,33.4,5.76
 9/3/19  8:6:0  PM,28.1,33.6,5.77
 9/3/19  8:7:0  PM,28.1,33.6,5.77
 9/3/19  8:8:0  PM,27.9,33.6,5.77
 9/3/19  8:9:0  PM,27.9,33.6,5.79
 10/3/19  8:0:0  AM,26.7,45.2,5.79
 10/3/19  8:1:0  AM,26.7,45.2,5.79
 10/3/19  8:2:0  AM,26.7,45.2,5.79
 10/3/19  8:3:0  AM,26.7,45.3,5.81
 10/3/19  8:4:0  AM,27.1,45.2,5.81
 10/3/19  8:5:0  AM,27.1,45.2,5.81
 10/3/19  8:6:0  AM,27.1,45.8,5.81
 10/3/19  8:7:0  AM,27.1,45.8,5.84
 10/3/19  8:8:0  AM,27.5,45.8,5.84
 10/3/19  8:9:0  AM,27.5,45.8,5.84
 10/3/19  10:0:0  AM,28.2,35.6,5.82
 10/3/19  10:1:0  AM,28.2,35.6,5.82
 10/3/19  10:2:0  AM,28.2,35.6,5.82
 10/3/19  10:3:0  AM,28.2,34.7,5.81
 10/3/19  10:4:0  AM,28.6,35.6,5.81
 10/3/19  10:5:0  AM,28.6,35.6,5.86
 10/3/19  10:6:0  AM,28.6,35.6,5.86
 10/3/19  10:7:0  AM,28.6,33.6,5.86
 10/3/19  10:8:0  AM,28.6,35.6,5.86
 10/3/19  10:9:0  AM,28.6,35.6,5.82
 10/3/19  12:0:0  PM,33.2,34.1,5.82
 10/3/19  12:1:0  PM,33.2,34.1,5.82
 10/3/19  12:2:0  PM,33.2,34.1,5.82
 10/3/19  12:3:0  PM,33.2,34.1,5.84
 10/3/19  12:4:0  PM,33.2,35.6,5.84
 10/3/19  12:5:0  PM,33.1,35.6,5.84
 10/3/19  12:6:0  PM,33.1,35.6,5.84
 10/3/19  12:7:0  PM,33.6,35.6,5.79
 10/3/19  12:8:0  PM,33.6,35.6,5.79
 10/3/19  12:9:0  PM,33.6,35.6,5.79
 10/3/19  2:0:0  PM,35.1,37.5,5.81
 10/3/19  2:1:0  PM,35.1,37.5,5.81
 10/3/19  2:2:0  PM,35.1,37.5,5.81
 10/3/19  2:3:0  PM,35.1,37.5,5.85
 10/3/19  2:4:0  PM,35.1,37.5,5.85
 10/3/19  2:5:0  PM,34.8,36.3,5.85
 10/3/19  2:6:0  PM,34.8,36.3,5.87
 10/3/19  2:7:0  PM,34.8,36.3,5.87
 10/3/19  2:8:0  PM,34.8,36.3,5.87
 10/3/19  2:9:0  PM,34.3,36.3,5.87
 10/3/19  4:0:0  PM,34.3,33.2,5.87
 10/3/19  4:1:0  PM,34.3,33.2,5.85
 10/3/19  4:2:0  PM,33.8,33.2,5.85
 10/3/19  4:3:0  PM,33.8,33.2,5.85
 10/3/19  4:4:0  PM,33.8,33.2,5.85
 10/3/19  4:5:0  PM,33.6,33.2,5.89
 10/3/19  4:6:0  PM,33.6,33.2,5.89
 10/3/19  4:7:0  PM,33.6,32.8,5.89
 10/3/19  4:8:0  PM,33.6,32.8,5.89
 10/3/19  4:9:0  PM,33.6,32.8,5.84
 10/3/19  6:0:0  PM,33.7,27.3,5.84
 10/3/19  6:1:0  PM,33.7,27.3,5.84
 10/3/19  6:2:0  PM,33.7,27.3,5.84
 10/3/19  6:3:0  PM,33.7,27.3,5.84
 10/3/19  6:4:0  PM,33.7,25.8,5.84
 10/3/19  6:5:0  PM,32.4,27.3,5.82
 10/3/19  6:6:0  PM,32.4,27.3,5.82
 10/3/19  6:7:0  PM,32.4,26.3,5.82
 10/3/19  6:8:0  PM,32.4,26.3,5.87
 10/3/19  6:9:0  PM,32.4,27.3,5.87
 10/3/19  8:0:0  PM,29.8,36.3,5.87
 10/3/19  8:1:0  PM,29.8,36.3,5.89
 10/3/19  8:2:0  PM,29.8,36.3,5.89
 10/3/19  8:3:0  PM,29.8,35.2,5.89
 10/3/19  8:4:0  PM,29.8,36.3,5.88
 10/3/19  8:5:0  PM,28.2,36.3,5.88
 10/3/19  8:6:0  PM,28.2,36.3,5.88
 10/3/19  8:7:0  PM,28.2,35.9,5.88
 10/3/19  8:8:0  PM,28.2,36.3,5.88
 10/3/19  8:9:0  PM,28.2,36.3,5.88
 11/3/19  8:0:0  AM,26.1,46.2,5.87
 11/3/19  8:1:0  AM,26.1,46.2,5.87
 11/3/19  8:2:0  AM,26.1,46.2,5.87
 11/3/19  8:3:0  AM,26.1,46.2,5.82
 11/3/19  8:4:0  AM,27.3,45.8,5.82
 11/3/19  8:5:0  AM,27.3,46.2,5.82
 11/3/19  8:6:0  AM,27.3,46.2,5.82
 11/3/19  8:7:0  AM,27.6,46.2,5.89
 11/3/19  8:8:0  AM,27.6,45.1,5.89
 11/3/19  8:9:0  AM,27.6,46.2,5.89
 11/3/19  10:0:0  AM,28.1,28.5,5.89
 11/3/19  10:1:0  AM,28.1,28.5,5.91
 11/3/19  10:2:0  AM,28.1,28.5,5.91
 11/3/19  10:3:0  AM,28.1,28.5,5.91
 11/3/19  10:4:0  AM,28.1,27.3,5.91
 11/3/19  10:5:0  AM,27.9,27.3,5.91
 11/3/19  10:6:0  AM,27.9,27.3,5.93
 11/3/19  10:7:0  AM,27.9,28.5,5.93
 11/3/19  10:8:0  AM,27.9,28.5,5.93
 11/3/19  10:9:0  AM,27.9,28.5,5.93
 11/3/19  12:0:0  PM,30.5,23.7,5.94
 11/3/19  12:1:0  PM,30.5,23.7,5.94
 11/3/19  12:2:0  PM,30.5,23.7,5.94
 11/3/19  12:3:0  PM,30.5,23.7,5.94
 11/3/19  12:4:0  PM,31.2,22.8,5.97
 11/3/19  12:5:0  PM,31.2,22.8,5.97
 11/3/19  12:6:0  PM,31.2,22.8,5.97
 11/3/19  12:7:0  PM,31.2,23.7,5.97
 11/3/19  12:8:0  PM,31.2,23.7,5.97
 11/3/19  12:9:0  PM,31.2,23.7,5.97
 11/3/19  2:0:0  PM,34.4,15.1,5.97
 11/3/19  2:1:0  PM,34.4,15.1,5.93
 11/3/19  2:2:0  PM,34.4,15.1,5.93
 11/3/19  2:3:0  PM,34.4,15.1,5.93
 11/3/19  2:4:0  PM,34.4,16.3,5.93
 11/3/19  2:5:0  PM,34.4,16.3,5.93
 11/3/19  2:6:0  PM,34.2,16.3,5.97
 11/3/19  2:7:0  PM,34.2,15.1,5.97
 11/3/19  2:8:0  PM,34.2,15.1,5.97
 11/3/19  2:9:0  PM,34.2,15.1,5.97
 11/3/19  4:0:0  PM,29.3,20.6,5.92
 11/3/19  4:1:0  PM,29.3,20.6,5.92
 11/3/19  4:2:0  PM,29.3,20.6,5.92
 11/3/19  4:3:0  PM,29.3,20.6,5.92
 11/3/19  4:4:0  PM,29.5,19.5,5.92
 11/3/19  4:5:0  PM,29.5,19.5,5.96
 11/3/19  4:6:0  PM,29.5,19.5,5.96
 11/3/19  4:7:0  PM,29.5,20.6,5.96
 11/3/19  4:8:0  PM,29.5,20.6,5.96
 11/3/19  4:9:0  PM,29.5,20.6,5.97
 11/3/19  6:0:0  PM,28.2,30.2,5.97
 11/3/19  6:1:0  PM,28.2,30.2,5.97
 11/3/19  6:2:0  PM,28.2,30.2,5.98
 11/3/19  6:3:0  PM,28.2,30.2,5.98
 11/3/19  6:4:0  PM,28.2,32.4,5.98
 11/3/19  6:5:0  PM,28.2,32.4,5.95
 11/3/19  6:6:0  PM,28.2,32.4,5.95
 11/3/19  6:7:0  PM,28.6,30.2,5.95
 11/3/19  6:8:0  PM,28.6,30.2,5.95
 11/3/19  6:9:0  PM,28.6,30.2,5.95
 11/3/19  8:0:0  PM,27.1,38.5,5.95
 11/3/19  8:1:0  PM,27.1,38.5,5.97
 11/3/19  8:2:0  PM,27.1,38.5,5.97
 11/3/19  8:3:0  PM,27.1,38.5,5.97
 11/3/19  8:4:0  PM,26.8,37.8,5.97
 11/3/19  8:5:0  PM,26.8,37.8,5.99
 11/3/19  8:6:0  PM,26.8,37.8,5.99
 11/3/19  8:7:0  PM,26.8,37.8,5.99
 11/3/19  8:8:0  PM,26.8,38.5,5.99
 11/3/19  8:9:0  PM,26.8,38.5,5.99
 12/3/19  8:0:0  AM,27.1,65.3,6.02
 12/3/19  8:1:0  AM,27.1,65.3,6.02
 12/3/19  8:2:0  AM,27.1,65.3,6.02
 12/3/19  8:3:0  AM,27.1,65.3,6.02
 12/3/19  8:4:0  AM,26.8,66.2,6.02
 12/3/19  8:5:0  AM,26.8,66.2,6.07
 12/3/19  8:6:0  AM,26.8,66.2,6.07
 12/3/19  8:7:0  AM,26.8,65.3,6.07
 12/3/19  8:8:0  AM,26.8,65.3,6.07
 12/3/19  8:9:0  AM,26.8,65.3,6.07
 12/3/19  10:0:0  AM,28.5,33.5,6.07
 12/3/19  10:1:0  AM,28.5,33.5,6.07
 12/3/19  10:2:0  AM,28.5,33.5,6.07
 12/3/19  10:3:0  AM,28.5,33.5,6.06
 12/3/19  10:4:0  AM,27.9,33.5,6.06
 12/3/19  10:5:0  AM,27.9,34.2,6.06
 12/3/19  10:6:0  AM,27.9,34.2,6.03
 12/3/19  10:7:0  AM,28.3,34.2,6.03
 12/3/19  10:8:0  AM,28.3,33.5,6.03
 12/3/19  10:9:0  AM,28.3,33.5,6.03
 12/3/19  12:0:0  PM,32.7,18.3,6.06
 12/3/19  12:1:0  PM,32.7,18.3,6.06
 12/3/19  12:2:0  PM,32.7,18.3,6.06
 12/3/19  12:3:0  PM,32.7,18.3,6.06
 12/3/19  12:4:0  PM,32.7,20.4,6.08
 12/3/19  12:5:0  PM,33.4,20.4,6.08
 12/3/19  12:6:0  PM,33.4,20.4,6.08
 12/3/19  12:7:0  PM,33.4,18.3,6.08
 12/3/19  12:8:0  PM,33.4,18.3,6.08
 12/3/19  12:9:0  PM,33.4,18.3,6.07
 12/3/19  2:0:0  PM,34.2,16.4,6.07
 12/3/19  2:1:0  PM,34.2,16.4,6.07
 12/3/19  2:2:0  PM,34.2,16.4,6.07
 12/3/19  2:3:0  PM,34.2,16.4,6.07
 12/3/19  2:4:0  PM,34.2,15.8,6.07
 12/3/19  2:5:0  PM,34.7,15.8,6.13
 12/3/19  2:6:0  PM,34.7,15.8,6.13
 12/3/19  2:7:0  PM,34.7,16.4,6.13
 12/3/19  2:8:0  PM,34.7,16.4,6.13
 12/3/19  2:9:0  PM,34.7,16.4,6.15
 12/3/19  4:0:0  PM,33.1,19.5,6.15
 12/3/19  4:1:0  PM,33.1,19.5,6.15
 12/3/19  4:2:0  PM,33.1,19.5,6.15
 12/3/19  4:3:0  PM,33.1,19.5,6.15
 12/3/19  4:4:0  PM,33.1,19.5,6.15
 12/3/19  4:5:0  PM,33.1,18.7,6.17
 12/3/19  4:6:0  PM,32.8,18.7,6.17
 12/3/19  4:7:0  PM,32.8,18.7,6.17
 12/3/19  4:8:0  PM,32.8,19.5,6.17
 12/3/19  4:9:0  PM,32.8,19.5,6.17
 12/3/19  6:0:0  PM,33.8,23.1,6.17
 12/3/19  6:1:0  PM,33.8,23.1,6.14
 12/3/19  6:2:0  PM,33.8,23.1,6.14
 12/3/19  6:3:0  PM,33.8,23.1,6.14
 12/3/19  6:4:0  PM,32.6,25.6,6.14
 12/3/19  6:5:0  PM,32.6,25.6,6.14
 12/3/19  6:6:0  PM,32.6,25.6,6.14
 12/3/19  6:7:0  PM,32.6,23.1,6.18
 12/3/19  6:8:0  PM,32.6,23.1,6.18
 12/3/19  6:9:0  PM,32.6,23.1,6.18
 12/3/19  8:0:0  PM,29.3,41.6,6.18
 12/3/19  8:1:0  PM,29.3,41.6,6.18
 12/3/19  8:2:0  PM,29.3,41.6,6.18
 12/3/19  8:3:0  PM,29.3,41.6,6.19
 12/3/19  8:4:0  PM,28.5,41.6,6.19
 12/3/19  8:5:0  PM,28.5,42.3,6.19
 12/3/19  8:6:0  PM,28.5,42.3,6.19
 12/3/19  8:7:0  PM,28.5,42.3,6.19
 12/3/19  8:8:0  PM,28.5,41.6,6.14
 12/3/19  8:9:0  PM,28.5,41.6,6.14
 13/3/19  8:0:0  AM,26.5,49.2,6.14
 13/3/19  8:1:0  AM,26.5,49.2,6.14
 13/3/19  8:2:0  AM,26.5,49.2,6.14
 13/3/19  8:3:0  AM,26.1,49.2,6.14
 13/3/19  8:4:0  AM,26.1,48.3,6.18
 13/3/19  8:5:0  AM,26.1,48.3,6.18
 13/3/19  8:6:0  AM,26.1,48.3,6.18
 13/3/19  8:7:0  AM,27.4,49.2,6.18
 13/3/19  8:8:0  AM,27.4,49.2,6.18
 13/3/19  8:9:0  AM,27.4,49.2,6.18
 13/3/19  10:0:0  AM,29.3,27.1,6.21
 13/3/19  10:1:0  AM,29.3,27.1,6.21
 13/3/19  10:2:0  AM,29.3,27.1,6.21
 13/3/19  10:3:0  AM,29.3,27.1,6.21
 13/3/19  10:4:0  AM,29.3,28.5,6.24
 13/3/19  10:5:0  AM,29.7,28.5,6.24
 13/3/19  10:6:0  AM,29.7,28.5,6.24
 13/3/19  10:7:0  AM,29.7,27.1,6.24
 13/3/19  10:8:0  AM,29.7,27.1,6.26
 13/3/19  10:9:0  AM,29.7,27.1,6.26
 13/3/19  12:0:0  PM,32.5,18.5,6.26
 13/3/19  12:1:0  PM,32.5,18.5,6.26
 13/3/19  12:2:0  PM,32.5,18.5,6.26
 13/3/19  12:3:0  PM,32.5,18.5,6.26
 13/3/19  12:4:0  PM,32.5,18.5,6.26
 13/3/19  12:5:0  PM,31.8,19.1,6.29
 13/3/19  12:6:0  PM,31.8,19.1,6.29
 13/3/19  12:7:0  PM,31.8,19.1,6.29
 13/3/19  12:8:0  PM,31.8,18.5,6.29
 13/3/19  12:9:0  PM,31.8,18.5,6.29
 13/3/19  2:0:0  PM,33.6,16.2,6.19
 13/3/19  2:1:0  PM,33.6,16.2,6.19
 13/3/19  2:2:0  PM,33.6,16.2,6.19
 13/3/19  2:3:0  PM,33.6,16.2,6.19
 13/3/19  2:4:0  PM,33.6,17.2,6.19
 13/3/19  2:5:0  PM,34.3,17.2,6.25
 13/3/19  2:6:0  PM,34.3,17.2,6.25
 13/3/19  2:7:0  PM,34.3,16.2,6.25
 13/3/19  2:8:0  PM,34.3,16.2,6.25
 13/3/19  2:9:0  PM,34.3,16.2,6.25
 13/3/19  4:0:0  PM,32.5,17.8,6.27
 13/3/19  4:1:0  PM,32.5,17.8,6.27
 13/3/19  4:2:0  PM,32.5,17.8,6.27
 13/3/19  4:3:0  PM,32.5,17.8,6.27
 13/3/19  4:4:0  PM,32.5,18.3,6.27
 13/3/19  4:5:0  PM,32.1,18.3,6.24
 13/3/19  4:6:0  PM,32.1,18.3,6.24
 13/3/19  4:7:0  PM,32.1,17.8,6.24
 13/3/19  4:8:0  PM,32.1,17.8,6.24
 13/3/19  4:9:0  PM,32.1,17.8,6.24
 13/3/19  6:0:0  PM,30.3,23.4,6.24
 13/3/19  6:1:0  PM,30.3,23.4,6.21
 13/3/19  6:2:0  PM,30.3,23.4,6.21
 13/3/19  6:3:0  PM,30.3,23.4,6.21
 13/3/19  6:4:0  PM,30.3,24.1,6.21
 13/3/19  6:5:0  PM,30.7,24.1,6.27
 13/3/19  6:6:0  PM,30.7,24.1,6.27
 13/3/19  6:7:0  PM,30.7,23.4,6.27
 13/3/19  6:8:0  PM,30.7,23.4,6.27
 13/3/19  6:9:0  PM,30.7,23.4,6.29
 13/3/19  8:0:0  PM,28.4,37.3,6.29
 13/3/19  8:1:0  PM,28.4,37.3,6.29
 13/3/19  8:2:0  PM,28.4,37.3,6.27
 13/3/19  8:3:0  PM,28.4,37.3,6.27
 13/3/19  8:4:0  PM,28.4,38.4,6.27
 13/3/19  8:5:0  PM,27.8,38.4,6.26
 13/3/19  8:6:0  PM,27.8,38.4,6.26
 13/3/19  8:7:0  PM,27.8,37.3,6.26
 13/3/19  8:8:0  PM,27.8,37.3,6.26
 13/3/19  8:9:0  PM,27.8,37.3,6.26
 14/3/19  8:0:0  AM,28.2,55.5,6.31
 14/3/19  8:1:0  AM,28.2,55.5,6.31
 14/3/19  8:2:0  AM,28.2,55.5,6.31
 14/3/19  8:3:0  AM,28.2,55.5,6.31
 14/3/19  8:4:0  AM,27.3,54.3,6.31
 14/3/19  8:5:0  AM,27.3,54.3,6.31
 14/3/19  8:6:0  AM,27.3,54.3,6.31
 14/3/19  8:7:0  AM,26.8,55.5,6.35
 14/3/19  8:8:0  AM,26.8,55.5,6.35
 14/3/19  8:9:0  AM,26.8,55.5,6.35
 14/3/19  10:0:0  AM,28.4,25.3,6.35
 14/3/19  10:1:0  AM,28.4,25.3,6.35
 14/3/19  10:2:0  AM,28.4,25.3,6.37
 14/3/19  10:3:0  AM,28.4,25.3,6.37
 14/3/19  10:4:0  AM,27.8,26.2,6.37
 14/3/19  10:5:0  AM,28.4,26.2,6.38
 14/3/19  10:6:0  AM,28.4,26.2,6.38
 14/3/19  10:7:0  AM,28.4,25.3,6.38
 14/3/19  10:8:0  AM,28.4,25.3,6.38
 14/3/19  10:9:0  AM,28.4,25.3,6.38
 14/3/19  12:0:0  PM,31.6,19.8,6.35
 14/3/19  12:1:0  PM,31.6,19.8,6.35
 14/3/19  12:2:0  PM,31.6,19.8,6.35
 14/3/19  12:3:0  PM,31.6,19.8,6.35
 14/3/19  12:4:0  PM,31.6,18.4,6.35
 14/3/19  12:5:0  PM,32.1,18.4,6.35
 14/3/19  12:6:0  PM,32.1,18.4,6.34
 14/3/19  12:7:0  PM,32.1,19.8,6.34
 14/3/19  12:8:0  PM,32.1,19.8,6.34
 14/3/19  12:9:0  PM,32.1,19.8,6.38
 14/3/19  2:0:0  PM,33.8,17.5,6.38
 14/3/19  2:1:0  PM,33.8,17.5,6.38
 14/3/19  2:2:0  PM,33.8,17.5,6.38
 14/3/19  2:3:0  PM,33.8,17.5,6.35
 14/3/19  2:4:0  PM,33.8,17.5,6.35
 14/3/19  2:5:0  PM,34.2,18.4,6.35
 14/3/19  2:6:0  PM,34.2,18.4,6.35
 14/3/19  2:7:0  PM,34.2,18.4,6.35
 14/3/19  2:8:0  PM,34.2,17.5,6.42
 14/3/19  2:9:0  PM,34.2,17.5,6.42
 14/3/19  4:0:0  PM,33.4,16.4,6.42
 14/3/19  4:1:0  PM,33.4,16.4,6.46
 14/3/19  4:2:0  PM,33.4,16.4,6.46
 14/3/19  4:3:0  PM,33.4,16.4,6.46
 14/3/19  4:4:0  PM,32.1,15.9,6.46
 14/3/19  4:5:0  PM,32.1,15.9,6.46
 14/3/19  4:6:0  PM,32.1,15.9,6.48
 14/3/19  4:7:0  PM,32.1,16.4,6.48
 14/3/19  4:8:0  PM,32.1,16.4,6.48
 14/3/19  4:9:0  PM,32.1,16.4,6.48
 14/3/19  6:0:0  PM,30.3,21.5,6.48
 14/3/19  6:1:0  PM,30.3,21.5,6.44
 14/3/19  6:2:0  PM,30.3,21.5,6.44
 14/3/19  6:3:0  PM,30.3,21.5,6.44
 14/3/19  6:4:0  PM,29.9,21.5,6.44
 14/3/19  6:5:0  PM,29.9,22.1,6.39
 14/3/19  6:6:0  PM,29.9,22.1,6.39
 14/3/19  6:7:0  PM,29.9,22.1,6.39
 14/3/19  6:8:0  PM,29.9,21.5,6.39
 14/3/19  6:9:0  PM,29.9,21.5,6.39
 14/3/19  8:0:0  PM,27.3,26.5,6.44
 14/3/19  8:1:0  PM,27.3,26.5,6.44
 14/3/19  8:2:0  PM,27.3,26.5,6.44
 14/3/19  8:3:0  PM,27.3,26.5,6.44
 14/3/19  8:4:0  PM,27.3,25.8,6.44
 14/3/19  8:5:0  PM,26.4,25.8,6.43
 14/3/19  8:6:0  PM,26.4,25.8,6.43
 14/3/19  8:7:0  PM,26.4,26.5,6.43
 14/3/19  8:8:0  PM,26.4,26.5,6.43
 14/3/19  8:9:0  PM,26.4,26.5,6.43
 15/3/19  8:0:0  AM,25.9,57.4,6.41
 15/3/19  8:1:0  AM,25.9,57.4,6.41
 15/3/19  8:2:0  AM,25.9,57.4,6.41
 15/3/19  8:3:0  AM,25.9,57.4,6.41
 15/3/19  8:4:0  AM,25.9,56.7,6.47
 15/3/19  8:5:0  AM,26.3,56.7,6.47
 15/3/19  8:6:0  AM,26.3,56.7,6.47
 15/3/19  8:7:0  AM,26.3,56.7,6.47
 15/3/19  8:8:0  AM,26.3,57.4,6.47
 15/3/19  8:9:0  AM,26.3,57.4,6.47
 15/3/19  10:0:0  AM,31.2,26.2,6.47
 15/3/19  10:1:0  AM,31.2,26.2,6.47
 15/3/19  10:2:0  AM,31.2,26.2,6.43
 15/3/19  10:3:0  AM,31.2,26.2,6.43
 15/3/19  10:4:0  AM,31.2,27.4,6.43
 15/3/19  10:5:0  AM,31.2,27.4,6.43
 15/3/19  10:6:0  AM,31.6,27.4,6.48
 15/3/19  10:7:0  AM,31.6,26.2,6.48
